"apt","latdeg","latmin","latsec","latdir","lngdeg","lngmin","lngsec","lngdir","state","smsa","bizstatd","bizsmsad","bizstato","bizsmsao","obsmsad","pxsmsad","obsmsao","pxsmsao","obstad","pxstad","obstao","pxstao"
"PTH",56,57,24,"N",158,38,15,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"RDM",44,15,16,"N",121,9,5,"W","OR",,0.391999989748001,0,0.270000010728836,0,0,0,0,0,806,1503,1420,3726
"RHI",45,37,53,"N",89,27,27,"W","WI",,0.481000006198883,0,0.370000004768372,0,0,0,0,0,604,867,871,1875
"SCM",61,50,47,"N",165,35,38,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"SDP",55,19,0,"N",160,30,50,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"SGU",37,5,35,"N",113,35,32,"W","UT",,0.379999995231628,0,0.331000000238419,0,0,0,0,0,664,1333,1954,4762
"SGY",59,27,38,"N",135,18,56,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"SHH",66,15,25,"N",166,3,30,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"SNP",57,9,45,"N",170,14,0,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"SVA",63,41,36,"N",170,27,34,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"SYA",52,43,3,"N",174,5,22,"E","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"TNC",65,33,50,"N",167,55,8,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"TNK",60,34,15,"N",165,16,0,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"TVF",48,3,58,"N",96,11,6,"W","MN",,0.442999988794327,0,0.453999996185303,0,0,0,0,0,826,1517,856,1587
"WAA",65,37,2,"N",168,5,27,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"WLK",66,36,10,"N",159,59,0,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"WRG",56,29,4,"N",132,22,0,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"YAK",59,30,33,"N",139,39,35,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"ANI",61,34,51,"N",159,32,7,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"APF",26,9,10,"N",81,46,31,"W","FL",,0.236000001430511,0,0.386000007390976,0,0,0,0,0,5086,12354,1366,2747
"MTH",24,43,10,"N",81,3,5,"W","FL",,0.236000001430511,0,0.386000007390976,0,0,0,0,0,5086,12354,1366,2747
"ART",43,59,27,"N",76,1,17,"W","NY",,0.425000011920929,0,0.405000001192093,0,0,0,0,0,2343,4267,851,1572
"DTT",42,18,46,"N",83,10,43,"W","MI",,0.435999989509583,0,0.472000002861023,0,0,0,0,0,947,1559,844,1704
"GCK",37,55,43,"N",100,43,47,"W","KS",,0.44200000166893,0,0.389999985694885,0,0,0,0,0,323,581,963,2155
"ATK",70,28,5,"N",157,23,40,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"ATY",44,54,32,"N",97,9,15,"W","SD",,0.256000012159348,0,0.391000002622604,0,0,0,0,0,126,252,485,921
"BQK",31,15,32,"N",81,27,59,"W","GA",,0.587000012397766,0,0.418999999761581,0,0,0,0,0,1735,3050,940,1655
"BRD",46,23,50,"N",94,8,15,"W","MN",,0.442999988794327,0,0.453999996185303,0,0,0,0,0,826,1517,856,1587
"CCR",37,59,23,"N",122,3,21,"W","CA",,0.370000004768372,0,0.330000013113022,0,0,0,0,0,6938,14392,1141,2176
"CIU",46,14,32,"N",84,27,58,"W","MI",,0.435999989509583,0,0.472000002861023,0,0,0,0,0,947,1559,844,1704
"DAN",36,34,23,"N",79,20,6,"W","VA",,0.501999974250793,0,0.488999992609024,0,0,0,0,0,721,1228,1029,1882
"DBQ",42,24,36,"N",90,42,39,"W","IA",,0.284000009298325,0,0.305999994277954,0,0,0,0,0,323,547,653,1334
"ELD",33,13,14,"N",92,48,53,"W","AR",,0.430000007152557,0,0.398999989032745,0,0,0,0,0,201,407,542,1030
"FOD",42,33,9,"N",94,11,23,"W","IA",,0.284000009298325,0,0.305999994277954,0,0,0,0,0,323,547,653,1334
"FRM",43,38,50,"N",94,25,25,"W","MN",,0.442999988794327,0,0.453999996185303,0,0,0,0,0,826,1517,856,1587
"GBG",40,56,19,"N",90,25,44,"W","IL",,0.611000001430511,0,0.382999986410141,0,0,0,0,0,2360,4290,1167,2298
"GLH",33,29,4,"N",90,59,6,"W","MS",,0.632000029087067,0,0.368999987840652,0,0,0,0,0,238,414,527,1022
"GPZ",47,12,52,"N",93,30,40,"W","MN",,0.442999988794327,0,0.453999996185303,0,0,0,0,0,826,1517,856,1587
"HKY",35,44,19,"N",81,23,30,"W","NC",,0.448000013828278,0,0.52700001001358,0,0,0,0,0,872,1532,604,1095
"HPV",22,12,45,"N",159,26,48,"W","HI",,0.151999995112419,0,0.245000004768372,0,0,0,0,0,2726,7703,3117,8732
"IMT",45,48,56,"N",88,6,51,"W","MI",,0.435999989509583,0,0.472000002861023,0,0,0,0,0,947,1559,844,1704
"INL",48,33,47,"N",93,24,15,"W","MN",,0.442999988794327,0,0.453999996185303,0,0,0,0,0,826,1517,856,1587
"IWD",46,31,32,"N",90,7,54,"W","MI",,0.435999989509583,0,0.472000002861023,0,0,0,0,0,947,1559,844,1704
"JLN",37,8,59,"N",94,29,52,"W","MO",,0.532000005245209,0,0.428999990224838,0,0,0,0,0,1014,2203,930,1957
"JMS",46,55,48,"N",98,40,42,"W","ND",,0.153999999165535,0,0.361999988555908,0,0,0,0,0,109,214,530,1120
"LBL",37,2,40,"N",100,57,38,"W","KS",,0.44200000166893,0,0.389999985694885,0,0,0,0,0,323,581,963,2155
"LRD",27,32,41,"N",99,27,40,"W","TX",,0.579999983310699,0,0.44200000166893,0,0,0,0,0,3766,6554,1386,2735
"MCE",37,17,5,"N",120,30,46,"W","CA",,0.370000004768372,0,0.330000013113022,0,0,0,0,0,6938,14392,1141,2176
"MCW",43,9,25,"N",93,19,46,"W","IA",,0.284000009298325,0,0.305999994277954,0,0,0,0,0,323,547,653,1334
"MGR",31,4,10,"N",83,48,10,"W","GA",,0.587000012397766,0,0.418999999761581,0,0,0,0,0,1735,3050,940,1655
"MKL",35,36,5,"N",88,54,55,"W","TN",,0.593999981880188,0,0.503000020980835,0,0,0,0,0,660,1280,1007,1690
"MPV",44,12,12,"N",72,34,0,"W","VT",,0.35699999332428,0,0.400999993085861,0,0,0,0,0,94,188,1122,1928
"OWB",37,44,27,"N",87,9,57,"W","KY",,0.328999996185303,0,0.351999998092651,0,0,0,0,0,355,567,829,1938
"PLB",44,41,18,"N",73,31,16,"W","NY",,0.425000011920929,0,0.405000001192093,0,0,0,0,0,2343,4267,851,1572
"POU",41,37,41,"N",73,52,58,"W","NY",,0.425000011920929,0,0.405000001192093,0,0,0,0,0,2343,4267,851,1572
"PVC",42,4,19,"N",70,13,18,"W","MA",,0.500999987125397,0,0.398000001907349,0,0,0,0,0,1098,2059,1219,2364
"SBS",40,31,0,"N",106,51,45,"W","CO",,0.238000005483627,0,0.347000002861023,0,0,0,0,0,1686,3634,1724,3569
"SLK",44,22,58,"N",74,12,24,"W","NY",,0.425000011920929,0,0.405000001192093,0,0,0,0,0,2343,4267,851,1572
"SLN",38,47,27,"N",97,39,9,"W","KS",,0.44200000166893,0,0.389999985694885,0,0,0,0,0,323,581,963,2155
"SPW",43,9,50,"N",95,12,3,"W","IA",,0.284000009298325,0,0.305999994277954,0,0,0,0,0,323,547,653,1334
"TBN",37,44,29,"N",92,8,26,"W","MO",,0.532000005245209,0,0.428999990224838,0,0,0,0,0,1014,2203,930,1957
"TCL",33,13,16,"N",87,36,39,"W","AL",,0.351999998092651,0,0.601999998092651,0,0,0,0,0,383,664,517,1100
"TUP",34,15,32,"N",88,46,2,"W","MS",,0.632000029087067,0,0.368999987840652,0,0,0,0,0,238,414,527,1022
"UCA",43,8,29,"N",75,22,49,"W","NY",,0.425000011920929,0,0.405000001192093,0,0,0,0,0,2343,4267,851,1572
"UIN",39,56,39,"N",91,11,50,"W","IL",,0.611000001430511,0,0.382999986410141,0,0,0,0,0,2360,4290,1167,2298
"VCT",28,51,4,"N",96,54,52,"W","TX",,0.579999983310699,0,0.44200000166893,0,0,0,0,0,3766,6554,1386,2735
"BRO",25,54,32,"N",97,25,24,"W","TX",,0.579999983310699,0,0.44200000166893,0,0,0,0,0,3766,6554,1386,2735
"MNM",45,7,18,"N",87,38,10,"W","MI",,0.435999989509583,0,0.472000002861023,0,0,0,0,0,947,1559,844,1704
"RKS",41,35,47,"N",109,3,57,"W","WY",,0.209000006318092,0,0.321000009775162,0,0,0,0,0,192,512,694,1555
"VEL",40,26,20,"N",109,30,37,"W","UT",,0.379999995231628,0,0.331000000238419,0,0,0,0,0,664,1333,1954,4762
"AUW",44,55,24,"N",89,37,23,"W","WI",,0.481000006198883,0,0.370000004768372,0,0,0,0,0,604,867,871,1875
"ESC",45,43,14,"N",87,5,12,"W","MI",,0.435999989509583,0,0.472000002861023,0,0,0,0,0,947,1559,844,1704
"MSS",44,56,16,"N",74,50,48,"W","NY",,0.425000011920929,0,0.405000001192093,0,0,0,0,0,2343,4267,851,1572
"OGS",44,40,54,"N",75,27,57,"W","NY",,0.425000011920929,0,0.405000001192093,0,0,0,0,0,2343,4267,851,1572
"PRX",33,38,12,"N",95,27,1,"W","TX",,0.579999983310699,0,0.44200000166893,0,0,0,0,0,3766,6554,1386,2735
"BEH",42,7,40,"N",86,25,42,"W","MI",,0.435999989509583,0,0.472000002861023,0,0,0,0,0,947,1559,844,1704
"ENA",60,34,3,"N",151,15,4,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"BHC",35,9,48,"N",114,33,52,"W","AZ",,0.284000009298325,0,0.308999985456467,0,0,0,0,0,1964,4576,1580,2977
"BWD",31,47,41,"N",98,57,24,"W","TX",,0.579999983310699,0,0.44200000166893,0,0,0,0,0,3766,6554,1386,2735
"OTM",41,6,23,"N",92,26,57,"W","IA",,0.284000009298325,0,0.305999994277954,0,0,0,0,0,323,547,653,1334
"BID",41,10,0,"N",71,34,45,"W","RI",,0.529999971389771,0,0.374000012874603,0,0,0,0,0,82,166,1157,2328
"GDV",47,8,20,"N",104,48,25,"W","MT",,0.151999995112419,0,0.41499999165535,0,0,0,0,0,314,645,756,1808
"GGW",48,12,46,"N",106,36,56,"W","MT",,0.151999995112419,0,0.41499999165535,0,0,0,0,0,314,645,756,1808
"HVR",48,32,40,"N",109,45,40,"W","MT",,0.151999995112419,0,0.41499999165535,0,0,0,0,0,314,645,756,1808
"ISN",48,10,34,"N",103,38,10,"W","ND",,0.153999999165535,0,0.361999988555908,0,0,0,0,0,109,214,530,1120
"LWT",47,3,4,"N",109,28,16,"W","MT",,0.151999995112419,0,0.41499999165535,0,0,0,0,0,314,645,756,1808
"MLS",46,25,50,"N",105,52,50,"W","MT",,0.151999995112419,0,0.41499999165535,0,0,0,0,0,314,645,756,1808
"OLF",48,5,41,"N",105,33,59,"W","MT",,0.151999995112419,0,0.41499999165535,0,0,0,0,0,314,645,756,1808
"SDY",47,42,25,"N",104,11,31,"W","MT",,0.151999995112419,0,0.41499999165535,0,0,0,0,0,314,645,756,1808
"BKL",41,31,1,"N",81,41,0,"W","OH",,0.465999990701675,0,0.432000011205673,0,0,0,0,0,1180,1892,964,2076
"SLE",44,54,37,"N",123,0,5,"W","OR",,0.391999989748001,0,0.270000010728836,0,0,0,0,0,806,1503,1420,3726
"CEZ",37,18,10,"N",108,37,38,"W","CO",,0.238000005483627,0,0.347000002861023,0,0,0,0,0,1686,3634,1724,3569
"CWI",41,49,46,"N",90,19,55,"W","IA",,0.284000009298325,0,0.305999994277954,0,0,0,0,0,323,547,653,1334
"CDC",37,42,9,"N",113,5,46,"W","UT",,0.379999995231628,0,0.331000000238419,0,0,0,0,0,664,1333,1954,4762
"COE",47,46,30,"N",116,49,4,"W","ID",,0.361999988555908,0,0.381000012159348,0,0,0,0,0,398,814,1291,2632
"EAR",40,43,42,"N",98,59,56,"W","NE",,0.412999987602234,0,0.32600000500679,0,0,0,0,0,240,453,724,1884
"FRD",48,31,35,"N",123,1,26,"W","WA",,0.305000007152557,0,0.28600001335144,0,0,0,0,0,1726,3148,1474,3135
"GLD",39,22,13,"N",101,41,58,"W","KS",,0.44200000166893,0,0.389999985694885,0,0,0,0,0,323,581,963,2155
"LBF",41,7,42,"N",100,41,48,"W","NE",,0.412999987602234,0,0.32600000500679,0,0,0,0,0,240,453,724,1884
"AXS",34,41,48,"N",99,20,17,"W","OK",,0.412000000476837,0,0.46399998664856,0,0,0,0,0,345,562,781,1563
"CDR",42,50,6,"N",103,5,52,"W","NE",,0.412999987602234,0,0.32600000500679,0,0,0,0,0,240,453,724,1884
"COD",44,30,57,"N",109,1,39,"W","WY",,0.209000006318092,0,0.321000009775162,0,0,0,0,0,192,512,694,1555
"DNV",40,11,50,"N",87,35,49,"W","IL",,0.611000001430511,0,0.382999986410141,0,0,0,0,0,2360,4290,1167,2298
"HON",44,23,1,"N",98,13,35,"W","SD",,0.256000012159348,0,0.391000002622604,0,0,0,0,0,126,252,485,921
"HSP",37,57,2,"N",79,50,2,"W","VA",,0.501999974250793,0,0.488999992609024,0,0,0,0,0,721,1228,1029,1882
"ILG",39,40,42,"N",75,36,27,"W","DE",,0.697000026702881,0,0.46900001168251,0,0,0,0,0,89,226,822,1660
"LAF",40,24,43,"N",86,56,1,"W","IN",,0.441000014543533,0,0.398999989032745,0,0,0,0,0,613,1170,632,1548
"LAR",41,18,49,"N",105,40,23,"W","WY",,0.209000006318092,0,0.321000009775162,0,0,0,0,0,192,512,694,1555
"LEW",44,2,51,"N",70,17,2,"W","ME",,0.273000001907349,0,0.337000012397766,0,0,0,0,0,215,503,817,1630
"MKT",44,13,25,"N",93,55,6,"W","MN",,0.442999988794327,0,0.453999996185303,0,0,0,0,0,826,1517,856,1587
"MTO",39,28,43,"N",88,16,42,"W","IL",,0.611000001430511,0,0.382999986410141,0,0,0,0,0,2360,4290,1167,2298
"OCE",38,18,35,"N",75,7,17,"W","MD",,0.428999990224838,0,0.430999994277954,0,0,0,0,0,542,891,897,2006
"STS",38,30,32,"N",122,48,42,"W","CA",,0.370000004768372,0,0.330000013113022,0,0,0,0,0,6938,14392,1141,2176
"SUE",44,50,38,"N",87,25,17,"W","WI",,0.481000006198883,0,0.370000004768372,0,0,0,0,0,604,867,871,1875
"WJF",34,44,26,"N",118,13,12,"W","CA",,0.370000004768372,0,0.330000013113022,0,0,0,0,0,6938,14392,1141,2176
"CIC",39,47,45,"N",121,51,24,"W","CA",,0.370000004768372,0,0.330000013113022,0,0,0,0,0,6938,14392,1141,2176
"IGM",35,15,24,"N",113,56,24,"W","AZ",,0.284000009298325,0,0.308999985456467,0,0,0,0,0,1964,4576,1580,2977
"PDT",45,41,54,"N",118,50,10,"W","OR",,0.391999989748001,0,0.270000010728836,0,0,0,0,0,806,1503,1420,3726
"PGA",36,55,35,"N",111,26,50,"W","AZ",,0.284000009298325,0,0.308999985456467,0,0,0,0,0,1964,4576,1580,2977
"WYS",44,41,12,"N",111,6,17,"W","MT",,0.151999995112419,0,0.41499999165535,0,0,0,0,0,314,645,756,1808
"GAD",33,58,25,"N",86,5,14,"W","AL",,0.351999998092651,0,0.601999998092651,0,0,0,0,0,383,664,517,1100
"ONH",42,28,58,"N",75,0,2,"W","NY",,0.425000011920929,0,0.405000001192093,0,0,0,0,0,2343,4267,851,1572
"PRB",35,40,14,"N",120,37,33,"W","CA",,0.370000004768372,0,0.330000013113022,0,0,0,0,0,6938,14392,1141,2176
"SQI",41,44,24,"N",89,40,51,"W","IL",,0.611000001430511,0,0.382999986410141,0,0,0,0,0,2360,4290,1167,2298
"WRL",43,58,3,"N",107,57,11,"W","WY",,0.209000006318092,0,0.321000009775162,0,0,0,0,0,192,512,694,1555
"CEC",41,46,48,"N",124,14,9,"W","CA",,0.370000004768372,0,0.330000013113022,0,0,0,0,0,6938,14392,1141,2176
"CGX",41,51,32,"N",87,36,30,"W","IL",,0.611000001430511,0,0.382999986410141,0,0,0,0,0,2360,4290,1167,2298
"CIB",33,24,22,"N",118,24,50,"W","CA",,0.370000004768372,0,0.330000013113022,0,0,0,0,0,6938,14392,1141,2176
"JXN",42,15,32,"N",84,27,41,"W","MI",,0.435999989509583,0,0.472000002861023,0,0,0,0,0,947,1559,844,1704
"CNM",32,20,14,"N",104,15,46,"W","NM",,0.400999993085861,0,0.363999992609024,0,0,0,0,0,555,1035,1298,2454
"SNY",41,5,58,"N",102,58,57,"W","NE",,0.412999987602234,0,0.32600000500679,0,0,0,0,0,240,453,724,1884
"MCK",40,12,22,"N",100,35,24,"W","NE",,0.412999987602234,0,0.32600000500679,0,0,0,0,0,240,453,724,1884
"POE",31,2,45,"N",93,11,32,"W","LA",,0.476999998092651,0,0.39300000667572,0,0,0,0,0,691,1444,667,1546
"CVN",34,25,38,"N",103,4,44,"W","NM",,0.400999993085861,0,0.363999992609024,0,0,0,0,0,555,1035,1298,2454
"GBD",38,20,50,"N",98,51,51,"W","KS",,0.44200000166893,0,0.389999985694885,0,0,0,0,0,323,581,963,2155
"IAG",43,6,26,"N",78,56,44,"W","NY",,0.425000011920929,0,0.405000001192093,0,0,0,0,0,2343,4267,851,1572
"MMH",37,37,52,"N",118,51,5,"W","CA",,0.370000004768372,0,0.330000013113022,0,0,0,0,0,6938,14392,1141,2176
"UNK",63,53,5,"N",160,47,38,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"DDC",37,45,42,"N",99,57,54,"W","KS",,0.44200000166893,0,0.389999985694885,0,0,0,0,0,323,581,963,2155
"ELY",39,18,7,"N",114,50,31,"W","NV",,0.221000000834465,0,0.335999995470047,0,0,0,0,0,2716,8443,1397,2485
"GUP",35,30,40,"N",108,47,12,"W","NM",,0.400999993085861,0,0.363999992609024,0,0,0,0,0,555,1035,1298,2454
"HOB",32,41,19,"N",103,13,1,"W","NM",,0.400999993085861,0,0.363999992609024,0,0,0,0,0,555,1035,1298,2454
"JWH",29,44,0,"N",95,32,0,"W","TX",,0.579999983310699,0,0.44200000166893,0,0,0,0,0,3766,6554,1386,2735
"LAM",35,53,3,"N",106,16,9,"W","NM",,0.400999993085861,0,0.363999992609024,0,0,0,0,0,555,1035,1298,2454
"LRU",32,17,27,"N",106,55,18,"W","NM",,0.400999993085861,0,0.363999992609024,0,0,0,0,0,555,1035,1298,2454
"MIE",40,14,23,"N",85,23,40,"W","IN",,0.441000014543533,0,0.398999989032745,0,0,0,0,0,613,1170,632,1548
"PPF",37,19,56,"N",95,30,31,"W","KS",,0.44200000166893,0,0.389999985694885,0,0,0,0,0,323,581,963,2155
"ROW",33,17,59,"N",104,31,48,"W","NM",,0.400999993085861,0,0.363999992609024,0,0,0,0,0,555,1035,1298,2454
"SVC",32,37,55,"N",108,9,14,"W","NM",,0.400999993085861,0,0.363999992609024,0,0,0,0,0,555,1035,1298,2454
"SXQ",60,28,32,"N",151,2,11,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"TEX",37,56,0,"N",107,49,0,"W","CO",,0.238000005483627,0,0.347000002861023,0,0,0,0,0,1686,3634,1724,3569
"DLG",59,2,30,"N",158,30,24,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"HNM",20,47,45,"N",156,1,8,"W","HI",,0.151999995112419,0,0.245000004768372,0,0,0,0,0,2726,7703,3117,8732
"HSI",40,36,20,"N",98,25,37,"W","NE",,0.412999987602234,0,0.32600000500679,0,0,0,0,0,240,453,724,1884
"OTG",43,39,8,"N",95,35,1,"W","MN",,0.442999988794327,0,0.453999996185303,0,0,0,0,0,826,1517,856,1587
"PMD",34,37,39,"N",118,5,0,"W","CA",,0.370000004768372,0,0.330000013113022,0,0,0,0,0,6938,14392,1141,2176
"SSM",46,28,50,"N",84,22,5,"W","MI",,0.435999989509583,0,0.472000002861023,0,0,0,0,0,947,1559,844,1704
"WDG",36,23,1,"N",97,47,27,"W","OK",,0.412000000476837,0,0.46399998664856,0,0,0,0,0,345,562,781,1563
"YKN",42,55,1,"N",97,23,11,"W","SD",,0.256000012159348,0,0.391000002622604,0,0,0,0,0,126,252,485,921
"LCI",43,34,17,"N",71,25,16,"W","NH",,0.351999998092651,0,0.404000014066696,0,0,0,0,0,132,274,1552,2886
"MML",44,26,50,"N",95,49,3,"W","MN",,0.442999988794327,0,0.453999996185303,0,0,0,0,0,826,1517,856,1587
"MTW",44,7,47,"N",87,40,56,"W","WI",,0.481000006198883,0,0.370000004768372,0,0,0,0,0,604,867,871,1875
"JPT",29,30,31,"N",95,3,1,"W","TX",,0.579999983310699,0,0.44200000166893,0,0,0,0,0,3766,6554,1386,2735
"OKK",40,31,47,"N",86,3,29,"W","IN",,0.441000014543533,0,0.398999989032745,0,0,0,0,0,613,1170,632,1548
"KSM",62,3,42,"N",163,17,53,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"MCG",62,57,33,"N",155,36,10,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"VDZ",61,7,57,"N",146,14,20,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"FHU",31,35,20,"N",110,20,35,"W","AZ",,0.284000009298325,0,0.308999985456467,0,0,0,0,0,1964,4576,1580,2977
"PCT",40,23,59,"N",74,39,28,"W","NJ",,0.47299998998642,0,0.372000008821487,0,0,0,0,0,702,1261,1382,2844
"LNY",20,47,5,"N",156,56,58,"W","HI",,0.151999995112419,0,0.245000004768372,0,0,0,0,0,2726,7703,3117,8732
"MUE",20,0,45,"N",155,40,24,"W","HI",,0.151999995112419,0,0.245000004768372,0,0,0,0,0,2726,7703,3117,8732
"HOT",34,28,44,"N",93,5,46,"W","AR",,0.430000007152557,0,0.398999989032745,0,0,0,0,0,201,407,542,1030
"HRO",36,15,42,"N",93,9,20,"W","AR",,0.430000007152557,0,0.398999989032745,0,0,0,0,0,201,407,542,1030
"HTO",40,57,33,"N",72,15,8,"W","NY",,0.425000011920929,0,0.405000001192093,0,0,0,0,0,2343,4267,851,1572
"HUT",38,4,5,"N",97,51,40,"W","KS",,0.44200000166893,0,0.389999985694885,0,0,0,0,0,323,581,963,2155
"HYG",55,12,24,"N",132,49,36,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"PNC",36,43,41,"N",97,5,58,"W","OK",,0.412000000476837,0,0.46399998664856,0,0,0,0,0,345,562,781,1563
"JBR",35,49,48,"N",90,38,54,"W","AR",,0.430000007152557,0,0.398999989032745,0,0,0,0,0,201,407,542,1030
"ILI",59,45,10,"N",154,54,30,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"EKN",38,53,22,"N",79,51,28,"W","WV",,0.384999990463257,0,0.407000005245209,0,0,0,0,0,97,178,206,431
"MLC",34,52,49,"N",95,47,6,"W","OK",,0.412000000476837,0,0.46399998664856,0,0,0,0,0,345,562,781,1563
"SDX",34,51,3,"N",111,47,4,"W","AZ",,0.284000009298325,0,0.308999985456467,0,0,0,0,0,1964,4576,1580,2977
"JRE",40,48,0,"N",73,58,0,"W","NY",,0.425000011920929,0,0.405000001192093,0,0,0,0,0,2343,4267,851,1572
"TSS",40,44,0,"N",73,36,0,"W","NY",,0.425000011920929,0,0.405000001192093,0,0,0,0,0,2343,4267,851,1572
"INW",35,1,27,"N",110,43,30,"W","AZ",,0.284000009298325,0,0.308999985456467,0,0,0,0,0,1964,4576,1580,2977
"OFK",41,59,3,"N",97,26,3,"W","NE",,0.412999987602234,0,0.32600000500679,0,0,0,0,0,240,453,724,1884
"OLU",41,26,50,"N",97,20,30,"W","NE",,0.412999987602234,0,0.32600000500679,0,0,0,0,0,240,453,724,1884
"LIJ",54,54,0,"N",132,45,0,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"MHE",43,46,31,"N",98,2,17,"W","SD",,0.256000012159348,0,0.391000002622604,0,0,0,0,0,126,252,485,921
"MVN",38,19,23,"N",88,51,31,"W","IL",,0.611000001430511,0,0.382999986410141,0,0,0,0,0,2360,4290,1167,2298
"EFD",29,36,26,"N",95,9,31,"W","TX","HOU",0.579999983310699,0.653999984264374,0.44200000166893,0.405000001192093,931,1615,319,655,3766,6554,1386,2735
"OBU",66,54,38,"N",156,53,0,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"PEC",57,57,0,"N",136,14,0,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"GAL",64,44,11,"N",156,55,54,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"AEX",31,19,38,"N",92,32,54,"W","LA",,0.476999998092651,0,0.39300000667572,0,0,0,0,0,691,1444,667,1546
"FMY",26,35,13,"N",81,51,44,"W","FL",,0.236000001430511,0,0.386000007390976,0,0,0,0,0,5086,12354,1366,2747
"AGN",57,30,14,"N",134,35,0,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"CHI",41,52,26,"N",87,45,20,"W","IL",,0.611000001430511,0,0.382999986410141,0,0,0,0,0,2360,4290,1167,2298
"AND",34,29,37,"N",82,42,36,"W","SC",,0.412999987602234,0,0.349000006914139,0,0,0,0,0,517,1234,510,1115
"AUK",62,41,21,"N",164,36,39,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"CZF",61,46,52,"N",166,2,11,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"GNU",59,6,45,"N",161,34,50,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"IAN",66,58,32,"N",160,25,50,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"KLG",61,32,18,"N",160,19,28,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"KPC",65,15,16,"N",166,51,21,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"KPN",59,56,0,"N",164,3,0,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"LUR",68,52,33,"N",166,6,25,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"MLL",61,52,6,"N",162,4,5,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"MOU",62,5,22,"N",163,43,0,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"MYU",60,22,22,"N",166,16,5,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"NUI",70,13,0,"N",150,58,0,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
